도서관 일련번호,도서관명,구 코드,구명,주소,전화번호,홈페이지 URL,운영시간,정기 휴관일,도서관 구분,도서관 구분명,위도,경도
703,신길1동작은도서관,3,영등포구,서울특별시 영등포구 영등포로84길 24-5 신길종합사회복지관,070-8895-1184,https://www.ydplib.or.kr/small,"평일 : 10:00~17:00, 주말 : 휴관일","토,일,법정공휴일",2,작은도서관,37.51116548,126.9214401
707,신길6동작은도서관,3,영등포구,서울특별시 영등포구 대방천로 193 구립신길6동복지회관,02-835-7476,https://www.ydplib.or.kr/small,"평일 : 10:00~17:00, 주말 : 휴관일","토요일, 일요일,공휴일",2,작은도서관,37.49920628,126.9124302
1665,쌍용도서관,3,영등포구,서울특별시 영등포구 도영로7길 15 쌍용플레티넘시티 104동 2층 ,,,"평일 : 10:00~17:00, 주말 : 10:00~17:00",법정공휴일,2,작은도서관,37.50889658,126.8940768
701,양평1동작은도서관,3,영등포구,서울특별시 영등포구 영등포로 11길 12 양평1동주민센터 211-1,02-3667-9996,https://www.ydplib.or.kr/small,"평일 : 10:00~17:00, 주말 : 휴관일","토,일,법정공휴일",2,작은도서관,37.52366097,126.8882353
702,양평2동작은도서관,3,영등포구,서울특별시 영등포구 선유로47길30 양평2동주민센터4층,02-2679-5252,https://www.ydplib.or.kr/small,"평일 : 10:00~17:00, 주말 : 휴관일","토요일,일요일,공휴일",2,작은도서관,37.53650136,126.8940394
1519,언니네작은도서관,3,영등포구,서울특별시 영등포구 대림로35길 13 2층 미루빌딩 4층,02-715-6210,http://cafe.naver.com/seoulwomen,"평일 : 10:00~18:00, 주말 : 10:00~18:00","월요일, 일요일",2,작은도서관,37.49837617,126.8966309
1666,에듀까페맘작은도서관,3,영등포구,서울특별시 영등포구 대방천로 140-1 신길동,,,"평일 : 10:00~18:00, 주말 : 10:00~18:00",법정공휴일,2,작은도서관,37.49922683,126.9064072
696,여의동작은도서관,3,영등포구,서울특별시 영등포구 국제금융로 124 여의동주민센터 3층,02-784-2268,https://www.ydplib.or.kr/small,"평일 : 10:00~17:00, 주말 : 휴관일","토,일,법정공휴일",2,작은도서관,37.51769079,126.9346118
695,영등포동작은도서관,3,영등포구,서울특별시 영등포구 국회대로44길4 자치회관 1층,02-2636-8222,https://www.ydplib.or.kr/small,"평일 : 10:00~17:00, 주말 : 휴관일","토,일,법정공휴일",2,작은도서관,37.52538799,126.9036383
693,영등포본동작은도서관,3,영등포구,서울특별시 영등포구 신길로61길 17 영등포본동주민센터 3층,02-847-8883,https://www.ydplib.or.kr/small,"평일 : 10:00~17:00, 주말 : 휴관일","토,일,법정공휴일",2,작은도서관,37.51466633,126.9093394
1520,요셉의원작은도서관,3,영등포구,서울특별시 영등포구 경인로 100길 6 ,,www.josephclinic.org,"평일 : 13:00~18:00, 주말 : 휴관일","목요일,토요일,일요일",2,작은도서관,37.51535082,126.9050567
2560,입암도서관 (구 도림도서관),3,영등포구,서울특별시 영등포구 도영로 37 도림교회 사회봉사관 2층,02-2181-6097,,"평일 : 14:00~18:00, 주말 : 10:00~15:00",공휴일,2,작은도서관,37.5101758,126.8974631
2836,조롱박작은도서관,3,영등포구,서울특별시 영등포구 대림로8길 13-1,02-849-8935,https://www.ydplib.or.kr/jlblib,"화~금: 09:00~18:00, 토: 09:00~17:00","매주 일,월요일 및 법정공휴일",2,작은도서관,37.49096629,126.9053223
2835,조이비전스쿨 작은도서관,3,영등포구,서울특별시 영등포구 국제금융로 112,,,"평일 : 10:00~17:00, 주말 : 휴관일","매주 토요일,일요일",2,작은도서관,37.51839684,126.9339059
2561,쪼물왕국 어린이도서관,3,영등포구,서울특별시 영등포구 선유로53길 34-14 ,6408-7205,,휴관중,휴관중,2,작은도서관,37.5388423,126.8954467
694,청소년문화의집작은도서관,3,영등포구,서울특별시 영등포구 영등포로64길 15 청소년문화회관내 1층 문고,02-843-5935,https://www.ydplib.or.kr/small,"평일 : 10:00~17:00, 주말 : 10:00~14:00","일,월요일,공휴일",2,작은도서관,37.51365655,126.9170772
2834,큰숲작은도서관,3,영등포구,서울특별시 대림로 31길 40,,,"평일 : 10:00~17:00, 주말 : 휴관일","매주 토요일,일요일",2,작은도서관,37.49586972,126.89464
2746,포레나라곰작은도서관,3,영등포구,서울특별시 영등포구 국회대로50길20 3층,02-2069-1625,,"월:14:00~17:00/화,수,금:15:00~17:00/목:13:00~17:00/월,화 야간19:30~21:00","토,일,법정공휴일",2,작은도서관,37.5238208,126.9056687
687,한믿음도서관,3,영등포구,서울특별시 영등포구 대방천로12길 5-2 ,02-847-8228,,"평일 : 09:30~17:30, 주말 : 09:30~17:30",법정공휴일,2,작은도서관,37.49860498,126.9089052
1667,해오름어린이작은도서관,3,영등포구,서울특별시 영등포구 당산로44길 3 608,02-2679-6270,,"평일 : 14:00~18:00, 주말 : 휴관일","매주 토요일,일요일",2,작은도서관,37.53191448,126.9010777
2563,홍우 작은도서관,3,영등포구,서울특별시 영등포구 국제금융로 78 601,02-782-1248,,"평일 : 10:00~17:00, 주말 : 휴관일","매주 토요일,일요일",2,작은도서관,37.5208345,126.93045
1670,U+Library,12,용산구,"서울특별시 용산구 한강대로 32, (한강로3가)  LG유플러스 1층",070-4080-3004,,"평일 : 09:00~18:00, 2,3주(수) : 09:00~17:00","주말, 법정공휴일",2,작은도서관,37.53394015,126.9633035
2564,고래이야기 작은도서관,12,용산구,서울특별시 용산구 효창원로 157(효창맨숀아파트) 1층,070-8950-0615,,평일 : 13:00~18:00,"매주 토,일요일 및 법정 공휴일",2,작은도서관,37.54195219,126.9616935
2566,단꿈 작은도서관,12,용산구,서울특별시 용산구 두텁바위로1길 70(후암동) 2층,02-3789-1216,,"평일 : 10:00~20:00, 토 : 10:00~14:00","주말, 법정공휴일",2,작은도서관,37.55183648,126.9770166
2568,별밭 작은도서관,12,용산구,서울특별시 용산구 대사관로34길 49(한남동) 4층,02-2199-8740,https://www.yslibrary.or.kr,평일 : 09:30~17:30,"매주 토,일요일 및 법정 공휴일",2,작은도서관,37.5311285,127.0040755
2569,북카페 청마루,12,용산구,서울특별시 용산구 녹사평대로 150(용산구종합행정타운) 10층 ,02-2199-8967,http://www.yongsan.go.kr,평일 : 08:30~18:30,"매주 토,일요일 및 법정 공휴일",2,작은도서관,37.5324523,126.9904791
2570,서빙고동 작은도서관,12,용산구,서울특별시 용산구 서빙고로 279(서빙고동 주민센터) 1층,02-2199-8687,https://www.yslibrary.or.kr,평일 : 09:00~17:00,"매주 토,일요일 및 법정 공휴일",2,작은도서관,37.52047772,126.9946528
716,서울비전문고,12,용산구,서울특별시 용산구 원효로71길 24(원효로2가) 서울비전교회 1층,02-703-9641,www.seoulvision.org,휴관중,휴관중,2,작은도서관,37.53807408,126.9639003
2167,시민과함께하는연구자의집작은도서관,12,용산구,서울특별시 용산구 한강대로53길 5(한강로2가) 부림빌딩 5층 ,070-4178-1073,,평일 : 10:00~18:00,"주말, 법정공휴일",2,작은도서관,37.5329942,126.9706302
2571,오렌지나무 작은도서관,12,용산구,서울특별시 용산구 새창로12길 13(용문동 주민센터) 1층,02-2199-8754,https://www.yslibrary.or.kr,평일 : 09:00~17:00,"매주 토,일요일 및 법정 공휴일",2,작은도서관,37.53780199,126.9621139
1357,용산e편한세상북카페,12,용산구,서울특별시 용산구 원효로 216(용산e편한세상)  109동 1층,070-8899-8842,,휴관중,휴관중,2,작은도서관,37.53610529,126.9675541
2572,용암 어린이 영어도서관,12,용산구,서울특별시 용산구 신흥로3가길 21-7(용산동2가) 2층,02-798-4181,https://www.yslibrary.or.kr,"평일 : 10:00~19:00, 토 : 10:00~17:00",매주 일요일 및 법정 공휴일,2,작은도서관,37.5409822,126.982463
2573,원동글마루 작은도서관,12,용산구,"서울특별시 용산구 원효로64길 25, (원효로2가) 대한예수교 장로회 원동교회",02-713-8172,http://www.wondong.or.kr,"화~토 : 09:30~18:00, 일 : 09:00~16:00",매주 월요일 및 법정 공휴일,2,작은도서관,37.53547356,126.9646299
2574,원효로제2동 작은도서관 두드림,12,용산구,서울특별시 용산구 효창원로8길 3(원효로제2동 주민센터) 4층 ,02-2199-8755,https://www.yslibrary.or.kr,평일 : 09:30~17:30,"매주 토,일요일 및 법정 공휴일",2,작은도서관,37.53435336,126.9515473
2575,이촌2동 작은도서관,12,용산구,서울특별시 용산구 이촌로18길 20(이촌2동 주민센터) 2층,02-2199-8756,https://www.yslibrary.or.kr,평일 : 09:00~20:00,"매주 토,일요일 및 법정 공휴일",2,작은도서관,37.526247,126.9524526
2576,이태원글빛 작은도서관,12,용산구,서울특별시 용산구 이태원로15길 1(이태원동) 이태원교회 2층,02-795-9146,,"화~금 : 13:00~17:00, 토 : 11:00~17:00, 일 : 10:00~17:00",월요일,2,작은도서관,37.5345722,126.9880217
2577,작은도서관 꿈꾸는책마을,12,용산구,서울특별시 용산구 장문로 95(보광동 주민센터) 1층,02-2199-8747,https://www.yslibrary.or.kr,휴관중,휴관중,2,작은도서관,37.52806274,127.0022996
2578,청소년푸르미르 작은도서관,12,용산구,서울특별시 용산구 이촌로 71길 24 (청소년수련관) 5층,02-749-0102,https://www.yslibrary.or.kr,월~일 : 09:00~18:00,"2,4주(일) 및 법정공휴일",2,작은도서관,37.52136132,126.9733009
2579,청파 어린이 영어도서관,12,용산구,서울특별시 용산구 청파로49길 34(청파동) 4층,02-702-0641,https://www.yslibrary.or.kr,"평일 : 10:00~19:00, 토 : 10:00~17:00",매주 일요일 및 법정 공휴일,2,작은도서관,37.5454328,126.9662837
2580,한강로동 작은도서관,12,용산구,서울특별시 용산구 한강대로38길 28(한강로동 주민센터) 3층,02-2199-8743,https://www.yslibrary.or.kr,평일 : 09:30~17:30,"매주 토,일요일 및 법정 공휴일",2,작은도서관,37.52814037,126.9692277
2581,한남동 작은도서관,12,용산구,서울특별시 용산구 이태원로 224-19(한남동 공영주차장) 2층,02-2199-8742,https://www.yslibrary.or.kr,평일 : 09:30~18:00,"매주 토,일요일 및 법정 공휴일",2,작은도서관,37.53485685,127.0002689
2582,해다올 작은도서관,12,용산구,서울특별시 용산구 신흥로 90(용산2가동 주민센터) 지하 1층,02-2199-8739,https://www.yslibrary.or.kr,평일 : 09:00~17:00,"매주 토,일요일 및 법정 공휴일",2,작은도서관,37.5460485,126.9833687
2583,햇빛꿈이있는 도서관,12,용산구,서울특별시 용산구 효창원로86가길 28(청파동교회)  1층,02-706-1344,,평일 : 10:00~17:00,"주말, 법정공휴일",2,작은도서관,37.54822541,126.9653651
2584,회나무 작은도서관,12,용산구,서울특별시 용산구 회나무로13길 58(이태원2동 주민센터) 1층,02-2199-8759,https://www.yslibrary.or.kr,평일 : 09:00~17:00,"매주 토,일요일 및 법정 공휴일",2,작은도서관,37.54190409,126.9901954
2585,효창동 작은도서관,12,용산구,서울특별시 용산구 효창원로 161(효창동 주민센터) 3층,02-2199-8753,https://www.yslibrary.or.kr,평일 : 09:00~17:30,"매주 토,일요일 및 법정 공휴일",2,작은도서관,37.54250943,126.9618381
2586,후암동 작은도서관 북&캠프,12,용산구,서울특별시 용산구 후암동 후암로 32-6(후암동 주민센터) 2층,02-2199-8758,https://www.yslibrary.or.kr,평일 : 09:00~17:00,"매주 토,일요일 및 법정 공휴일",2,작은도서관,37.5486994,126.9781527
2587,Book Bridge 작은 도서관,16,은평구,"서울특별시 은평구 통일로 590, B동 204호 ",010-4264-****,,"화목10:00~15:00,금14:00~18:00 토 : 11:00~17:00, 일 : 11:00~17:0","매주 토요일, 일요일",2,작은도서관,37.5999275,126.934917
730,고리마루작은도서관,16,은평구,서울특별시 은평구 갈현로 301(갈현1동청사및문화의집) 갈현1동 주민센터,02-351-5116,http://library.eunpyeong.seoul.kr/usweb/opt2/usmn100.asp?,평일 : 09:00~18:00,"토, 일, 법정공휴일",2,작은도서관,37.62369524,126.9166928
2696,그루터기작은도서관,16,은평구,"서울특별시 은평구 은평로10길 17, 2층",,,"평일 : 09:00~18:00, 주말 : 휴관일","매주 토요일, 일요일",2,작은도서관,37.59942275,126.9241273
1454,꿈꾸는i작은도서관,16,은평구,서울특별시 은평구 진관3로 46 은평제일교회,02-353-2829,,"평일 : 10:00~18:00, 주말 : 10:00~18:00",매주 일요일,2,작은도서관,37.64049912,126.9214212
1469,꿈꾸는작은도서관,16,은평구,서울특별시 은평구 진흥로 1길 17 지하 1층 ,070-7518-2148,http://kkumda.co.kr,"평일 : 09:00~19:00, 주말 : 09:00~19:00",일요일,2,작은도서관,37.47176041,127.0881053
2172,꿈담은작은도서관,16,은평구,서울특별시 은평구 연서로 41길 4(지층) ,,,"평일 : 13:00~19:00, 주말 : 12:00~18:00",일요일,2,작은도서관,37.62575995,126.9285068
2588,꿈마루 작은 도서관,16,은평구,서울특별시 은평구 진흥로 5길 19 ,,,평일 : 11:00~17:00,"매주 월, 토, 일",2,작은도서관,37.6025369,126.9167657
1676,꿈샘도서관,16,은평구,서울특별시 은평구 응암로 20길 24 ,02-376-9191,,"평일 : 10:00~17:00, 주말 : 10:00~17:00",월요일,2,작은도서관,37.59292031,126.9208276
1455,꿈지락작은도서관,16,은평구,서울특별시 은평구 진관1로 77-8 은평뉴타운폭포동아파트 402동 1층 ,,,평일 : 13:00~17:00,"토요일, 일요일",2,작은도서관,37.63094456,126.9299087
2115,나누리작은도서관,16,은평구,"서울특별시 은평구 진관1로 55, (진관동, 은평뉴타운 마고정)",,,"평일 : 오전:10:00~12:00, 오후:14:00~17:00, 주말 : 휴관일","토, 일요일, 법정공휴일",2,작은도서관,37.45309891,126.9089166
1933,녹번만화도서관,16,은평구,서울특별시 은평구 은평로 245 은평소방서 옆,02-356-1676,http://lib.eplib.or.kr,"평일 : 09:00~18:00, 주말 : 09:00~18:00",매주 월요일,2,작은도서관,37.60110392,126.9351451
1677,다니엘작은도서관,16,은평구,서울특별시 은평구 연서로 41길 13-3 부림교회 부림교회,02-385-0664,,"평일 : 13:00~17:00, 주말 : 휴관일","토,일,법정공휴일",2,작은도서관,37.62579478,126.9276185
2589,다섯콩작은도서관,16,은평구,서울특별시 은평구 서오릉로4길 10 성암교회교육관 2층 성암비전센터 2층 다섯콩도서관,02-384-1184,https://5beanslib.blog.me/,"평일 : 11:00~19:00, 주말 : 11:00~17:00",월요일,2,작은도서관,37.60478315,126.9259272
39,대조꿈나무어린이도서관,16,은평구,서울특별시 은평구 연서로20길 24-6,02-382-3959,http://cafe.naver.com/djkkumnamulib,"평일 : 09:00~18:00, 주말 : 09:00~18:00","일요일, 법정공휴일",2,작은도서관,37.61389356,126.920643
749,대조제일교회꿈꾸는도서관,16,은평구,서울특별시 은평구 역말로10가길 22-12 ,02-386-6680,www.daejolove.com,"평일 : 13:00~17:00, 주말 : 13:00~17:00","월, 토, 법정공휴일",2,작은도서관,37.61179373,126.9255511
740,시루뫼쉼터,16,은평구,서울특별시 은평구 증산서길 89 증산동주민센터 5층 ,02-351-5395,,"평일 : 09:00~17:00, 주말 : 휴관일","토,일,법정공휴일",2,작은도서관,37.58435096,126.9070252
2116,두근두근작은도서관,16,은평구,"서울특별시 은평구 진관2로 90, (진관동, 은평뉴타운 마고정) 마고정3단지아파트 314동 지층문고",070-7325-1307,,"평일 : 13:00~17:00, 주말 : 휴관일","토,일요일, 법정공휴일",2,작은도서관,37.63289092,126.9272326
778,두드림도서관,16,은평구,서울특별시 은평구 진관3로 15-35 은평뉴타운구파발아파트 1001동 1층 ,02-358-9559,,평일 : 11:00~18:00,"토, 일, 법정공휴일",2,작은도서관,37.64269952,126.9179894
777,래미안푸른숲도서관,16,은평구,"서울특별시 은평구 진관3로 77, 1층(은평뉴타운구파발아파트) 924동 1층",070-8800-8557,,평일 : 14:00~17:00,"토, 일, 법정공휴일",2,작은도서관,37.6434267,126.9203847
2695,롯데캐슬문고,16,은평구,"서울특별시 은평구 진관3로 70, 830동 1층(1지구)",,,평일 : 13:00~17:00,"매주 토요일, 일요일",2,작은도서관,37.64225983,126.9231411
1368,마고정작은도서관,16,은평구,"서울특별시 은평구 진관2로 60, 335동 1층 관리소 334동",02-353-1346,,"평일 : 12:00~18:00, 주말 : 12:00~17:00",없음,2,작은도서관,37.63261367,126.9237525
735,매바위북카페,16,은평구,서울특별시 은평구 백련산로 100 응암2동주민센터 ,02-351-5245,,평일 : 09:00~17:00,"토,일,법정공휴일",2,작은도서관,37.59436512,126.9232129
2121,모퉁이작은도서관,16,은평구,"서울특별시 은평구 진관4로 48-51, (진관동, 은평뉴타운상림마을) 730동 1층",02-351-3995,,"평일 : 14:00~18:00, 주말 : 휴관일","토,일,법정공휴일",2,작은도서관,37.64188769,126.9314849
748,무지개영어도서관,16,은평구,서울특별시 은평구 서오릉로21길11 ,02-383-4880,,일요일 : 09:00~18:00,"평일, 토요일",2,작은도서관,37.61481284,126.907915
2590,물빛마을작은도서관,16,은평구,서울특별시 은평구 은평터널로 48 은평종합사회복지관 4층 4층,02-307-1181,,평일 : 09:00~18:00,"토,일,법정공휴일",2,작은도서관,37.58505337,126.8993249
768,물푸레작은도서관,16,은평구,"서울특별시 은평구 진관4로 48-51, 742동(은평뉴타운상림마을) 1층 ",02-356-9410,,평일 : 10:00~18:00,"토, 일, 법정공휴일",2,작은도서관,37.64188769,126.9314849
1457,바다의별작은도서관,16,은평구,서울특별시 은평구 통일로 786 천주교불광동교회 천주교불광동교회,02-355-0545,,"평일, 토 : 09:00~22:00, 일 : 06:00~22:00",월요일,2,작은도서관,37.61526019,126.9264047
1458,백련산힐스작은도서관,16,은평구,서울특별시 은평구 백련산로 38 백련산 힐스테이트 2차 208동 1층 208동 지하1층,02-302-0950,,"평일 : 12:00~18:00, 주말 : 10:00~18:00",없음,2,작은도서관,37.58970143,126.9231455
2591,북한산힐스테이1차솔숲작은도서관,16,은평구,서울특별시 은평구 불광로2길 33 북한산힐스테이트1차아파트 1110동 지하 ,02-356-4620,,"평일 : 10:00~18:00, 토 : 10:00~12:00 일 : 14:00~18:00",법정공휴일,2,작은도서관,37.61216305,126.9360246
1932,불광천작은도서관,16,은평구,서울특별시 은평구 응암동 586-10 (불광천 휴게데크 위),02-308-3117,http://www.ealib.or.kr,"평일 : 09:00~18:00, 주말 : 09:00~18:00",매주 금요일,2,작은도서관,37.59053397,126.9144185
2694,비전뜰도서관,16,은평구,서울특별시 은평구 통일로92길 6,02-388-4741,,평일 : 13:00~18:00,"매주 월요일, 일요일",2,작은도서관,37.62570186,126.9207983
2592,사랑꿈터 작은도서관,16,은평구,서울특별시 은평구 진관4로 47 706동 1층) ,,,평일 : 13:30~17:30,"토,일,법정공휴일",2,작은도서관,37.6458512,126.9271984
1678,산책마을SH작은도서관,16,은평구,서울특별시 은평구 연서로 46길 7 1110동 B1,02-351-3677,http://cafe.naver.com/mtbooklibrary,"평일 13:00~17:00, 토 13:00~15:00(2,4주만)","토, 일, 법정공휴일",2,작은도서관,37.6339628,126.9326815
765,상림6작은도서관,16,은평구,"서울특별시 은평구 진관4로 107,621동 1층(은평뉴타운상림마을) 621동 1층",02-355-5905,,"평일 : 11:00~17:00, 주말 : 휴관일","토,일,법정공휴일",2,작은도서관,37.64887727,126.9298064
2118,상림책마루작은도서관,16,은평구,서울특별시 은평구 진관4로 17(은평뉴타운상림마을) 811동 1층 주민편의시설,02-355-2281,,평일 : 09:00~18:00,"토,일요일, 법정공휴일",2,작은도서관,37.64394268,126.9242814
2119,새자람작은도서관,16,은평구,"서울특별시 은평구 대서문길 36, (진관동) 116동 201호",02-383-5586,,"평일 : 10:00~17:00, 토 : 14:00~15:00 일 : 09:00~17:00",법정공휴일,2,작은도서관,37.65516993,126.9483464
1679,샘터작은도서관,16,은평구,서울특별시 은평구 진관2로 111-7(은평뉴타운우물골) 220동 지하1층 ,02-353-1572,,"평일 : 13:00~17:00, 주말 : 휴관일","매주 토요일,일요일",2,작은도서관,37.56515649,127.087356
1461,서문어린이도서관,16,은평구,서울특별시 은평구 가좌로10길 10 서문교회 ,02-375-0025,www.seomoonch.org,"평일 : 10:00~15:00, 주말 : 10:00~15:00",매주 토요일,2,작은도서관,37.59162934,126.9167513
1899,서영영어전문작은도서관,16,은평구,서울특별시 은평구 증산로11길 7-12 서영교회 1층,02-373-7494,,"평일 : 10:00~17:00, 주말 : 10:00~16:00",월요일 법정공휴일,2,작은도서관,37.58652911,126.9111421
2123,성산작은도서관,16,은평구,서울특별시 은평구 증산서길 90(성산교회) ,02-305-9200,,"평일 : 12:00~19:00, 주말 : 10:00~15:00","일,법정공휴일",2,작은도서관,37.58417885,126.9073048
2593,솔빛도서관,16,은평구,서울특별시 연서로 487 524동 1층(3지구) ,02-358-8146,,"평일 : 09:00~18:00, 주말 : 휴관일","토,일,법정공휴일",2,작은도서관,37.6387763,126.9324467
1680,수색한숲도서관,16,은평구,서울특별시 은평구 은평터널로 66 대림한숲타운아파트 제2관리사무소 관리동 1층 ,02-304-8684,http://cafe.naver.com/hansooplib,평일 : 10:00~17:00,"토, 일, 법정공휴일",2,작은도서관,37.58688137,126.9016463
1462,숲속향기작은도서관,16,은평구,서울특별시 은평구 연서로48길 12 은평뉴타운제각말아파트 501동 앞,070-8931-8473,www.forestaptlib.com/,"평일 : 10:00~21:00, 주말 : 10:30~16:00",없음,2,작은도서관,37.63678588,126.9354277
758,신사어린이도서관,16,은평구,서울특별시 은평구 은평로 38 신사종합사회복지관 26-18,070-4757-7026,http://www.eplib.or.kr/,"평일 : 09:00~18:00, 주말 : 09:00~14:00","일요일, 법정공휴일",2,작은도서관,37.59804899,126.9121968
1463,어린이도서관동네북,16,은평구,서울특별시 은평구 진흥로 174 양광비전센터 3층 ,070-4652-3160,cafe.naver.com/ehdspqnr2013,"평일 : 13:00~18:00, 토 : 11:00~17:00 일 : 11:00~16:00",없음,2,작은도서관,37.60828545,126.9285954
737,역마루작은도서관,16,은평구,서울특별시 은평구 연서로 59(역촌동주민센터) 역촌동 주민센터,02-351-5329,https://library.eunpyeong.seoul.kr/usweb/opt4/index.asp,"평일 : 09:00~18:00, 주말 : 휴관일","매주 토요일, 일요일",2,작은도서관,37.60440325,126.9151009
754,영광영재도서관,16,은평구,서울특별시 은평구 갈현로7가길 10 제일영광교회,02-354-8091,http://www.firstglory.or.kr,"평일 : 13:00~18:00, 주말 : 11:00~14:00","월요일, 토요일",2,작은도서관,37.60308718,126.9087472
2120,우물골작은도서관,16,은평구,서울특별시 은평구 진관2로 77(은평뉴타운우물골) 206동 1층,02-353-1548,,"평일 : 13:00~15:00, 주말 : 13:00~15:00","일요일, 법정공휴일",2,작은도서관,37.63456745,126.9258505
1466,은광교회도서관,16,은평구,서울특별시 은평구 통일로 68길 11 ,02-383-2116,,"평일 : 10:00~18:00, 토 : 10:00~16:00 일 : 09:00~15:00",매주 월요일,2,작은도서관,37.61348925,126.9301638
2122,은평노인종합복지관작은도서관,16,은평구,"서울특별시 은평구 연서로 415, (진관동) 은평노인종합복지관1층",02-385-1351,http://www.ep-silver.org/,"평일 : 08:30~18:00, 주말 : 08:30~15:00","일요일, 법정공휴일",2,작은도서관,37.63225077,126.9299823
767,은평뉴타운5단지문고,16,은평구,"서울특별시 은평구 진관4로 87, 629동 1층(은평뉴타운상림마을) 629동 1층(1지구)",02-355-3644,,"평일 : 14:00~16:00, 주말 : 휴관일",화요일만 운영,2,작은도서관,37.64784979,126.9298142
766,은평뉴타운상림마을제7단지문고,16,은평구,"서울특별시 은평구 진관4로 100, 608동 1층(은평뉴타운상림마을) ",02-388-5951,,"평일 : 12:30~16:30, 주말 : 휴관일","토,일,법정공휴일",2,작은도서관,37.64830048,126.9307523
1470,은평어린이영어도서관,16,은평구,서울특별시 은평구 서오릉로 87(은평구평생학습관) 1층,02-351-3674,http://edu.eunpyeong.go.kr,"평일 : 09:00~18:00, 주말 : 09:00~18:00","일요일, 법정공휴일",2,작은도서관,37.60782227,126.9211829
1674,은평작은도서관,16,은평구,"서울특별시 은평구 은평로 195, (녹번동) 은평구청 1층",02-351-8461,http://lib.eplib.or.kr/small_lib,"평일 : 09:00~18:00, 주말 : 휴관일","매주 토요일, 일요일",2,작은도서관,37.60279081,126.9291019
734,응암1동은평문화의집작은도서관,16,은평구,서울특별시 은평구 백련산로 179 응암1동주민센터 ,02-351-5238,,"평일 : 09:00~18:00, 주말 : 휴관일","토,일,법정공휴일",2,작은도서관,37.60070182,126.9267495
750,응암도서관,16,은평구,서울특별시 은평구 응암로16길 12-1 응암교회교육관 71-1,02-359-6744,www.eungam.or.kr,"평일 : 14:00~17:00, 주말 : 08:30~15:00","월요일, 법정공휴일",2,작은도서관,37.60038431,126.9295826
746,정임도서관,16,은평구,서울특별시 은평구 통일로 951 서광교회 2층 ,02-387-0691,,"평일 : 10:00~14:00, 주말 : 10:00~14:00","월요일, 법정공휴일",2,작은도서관,37.62774443,126.9191841
2076,종이책갈피작은도서관,16,은평구,서울특별시 은평구 진관3로 67 912동 1층,02-353-4311~2(관리사무소),,"평일 : 13:00~17:00, 주말 : 휴관일","토,일요일, 법정공휴일",2,작은도서관,37.64172049,126.9189216
2124,지웰작은도서관,16,은평구,서울특별시 은평구 은평구 진관4로 78-38(진관동) 1503동 지층,02-353-0911,,평일 : 13:00~17:00 주말 : 13:00~17:00,"목요일, 일요일",2,작은도서관,37.64273488,126.9324058
2074,지혜누리작은도서관,16,은평구,서울특별시 은평구 연서로44길 30  425동 2층,02-358-5935(관리소),,"평일 : 14:00~18:00, 주말 : 14:00~18:00","일, 법정공휴일",2,작은도서관,37.62739959,126.9340247
1361,징검다리도서관,16,은평구,서울특별시 은평구 서오릉로 132 징검다리도서관 징검다리도서관,02-359-6507,,"평일 : 09:00~17:00, 주말 : 09:00~17:00",매주 월요일,2,작은도서관,37.61089936,126.918454
1468,책뜰에도서관,16,은평구,서울특별시 은평구 북한산로 2 은평뉴타운구파발 1023동 1층 1023동 1층,02-355-6893,http://cafe.naver.com/epbookgarden,"평일 : 11:00~18:00, 주말 : 휴관일","토,일요일",2,작은도서관,37.64293343,126.9165339
1364,청소년도서관작공,16,은평구,서울특별시 은평구 통일로 817 3층,070-7657-1533,cafe.daum.net/youthcafejk,"평일 : 10:30~19:30, 주말 : 10:30~19:30",일요일,2,작은도서관,37.61503131,126.9160516
2595,청소년문화공간JU역촌동 작은도서관,16,은평구,서울특별시 은평구 역말로 14 3층 ,02-382-5652,,"평일 : 09:00~20:00, 주말 : 09:00~20:00",매주 월요일,2,작은도서관,37.6052313,126.909748
784,초록길도서관,16,은평구,"서울특별시 은평구 연서로5길 28, 102동 1층(부호아파트) 58-9호",02-357-7279,http://cafe.daum.net/greenwaybooks/,"평일 : 10:00~18:00, 주말 : 10:00~14:00","일요일,법정공휴일",2,작은도서관,37.6040239,126.9124387
1684,큰꿈도서관,16,은평구,서울특별시 은평구 진관2로 57-37(은평뉴타운우물골) 244동 지하1층,02-354-1651,http://cafe.naver.com/abigdream,"평일 : 10:00~17:00, 주말 : 09:00~13:00",매주 일요일,2,작은도서관,37.60482928,127.0346478
2114,포수마을만화도서관,16,은평구,서울특별시 은평구 응암동 114-9 ,070-4963-5212,,"평일 : 13:30~17:30, 주말 : 13:30~17:30","수요일,일요일",2,작은도서관,37.5983354,126.9160785
780,푸른작은도서관,16,은평구,서울특별시 은평구 연서로 455 제각말 537동 1층 ,02-359-1801,cafe.daum.net/pooreun2n9,"평일 : 13:00~17:00, 주말 : 휴관일","토,일,법정공휴일",2,작은도서관,37.63652951,126.9334107
1360,푸른풀밭작은도서관,16,은평구,서울특별시 은평구 은평로8길 18 창원빌딩 2층 ,070-4236-0699,http://cafe.daum.net/GreenPasturesLibrary,평일 : 10:00~17:00,"매주 토요일, 일요일",2,작은도서관,37.598796,126.919936
