축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관명,주최기관명,후원기관명,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
KBS전국노래자랑 동작구편,노량진축구장,4/13/24,4/13/24,본선진출팀 경연+초대가수 공연,KBS한국방송공사,서울특별시 동작구청,,02-820-9657,www.dongjak.go.kr,,서울특별시 동작구 노들로 688,서울특별시 동작구 노량진동 13-8,37.51501192,126.9445243,3/26/24,3190000,서울특별시 동작구
나루터 영화제,노량진축구장,9/7/24,9/7/24,가족영화상영+문화예술공연+먹거리부스운영,서울특별시 동작구청 문화정책과,서울특별시 동작구청,서울특별시,02-820-9657,www.dongjak.go.kr,,서울특별시 동작구 노량진로 74,서울특별시 동작구 대방동 49-6,37.51275771,126.9340267,3/26/24,3190000,서울특별시 동작구
동작댄스데이,노량진축구장,9/28/24,9/28/24,댄스대회+길거리 댄스교습소,동작문화재단,서울특별시 동작구청,서울특별시,02-820-9657,www.idfac.or.kr/,,서울특별시 동작구 여의대방로20길 33,서울특별시 동작구 신대방동 722,37.49538106,126.9189142,3/26/24,3190000,서울특별시 동작구
옥정호벚꽃축제,옥정호 출렁다리 앞 특설행사장,3/30/24,3/31/24,공연+먹거리 및 체험 부스 운영+전시 등,전북CBS,"전북특별자치도 임실군, 운암면지역발전협의회",,063-640-4553,,,전북특별자치도 임실군 임실읍 수정로 30,전북특별자치도 임실군 임실읍 이도리 78,35.61727597,127.2889393,4/11/24,4761000,전북특별자치도 임실군
필봉마을굿축제,필봉문화촌,9/27/24,9/29/24,국가무형문화재 초청공연+전국농악경연대회+전통연희+학술세미나,임실필봉농악보존회,임실필봉농악보존회,전북특별자치도 임실군,063-643-1902,www.pilbong.co.kr,,전북특별자치도 임실군 강진면 강운로 272,전북특별자치도 임실군 강진면 필봉리 88-1,35.53639442,127.1544452,4/11/24,4761000,전북특별자치도 임실군
의견문화제,오수의견공원,5/4/24,5/6/24,반려동물 패션쇼+반려동물 토크쇼+반려동물 참여 및 체험프로그램+반려동물 산업박람회,의견문화제전위원회,의견문화제전위원회,전북특별자치도 임실군,063-642-5292,,,전북특별자치도 임실군 오수면 충효로 2096-16,전북특별자치도 임실군 오수면 오수리 33,35.54520247,127.3326779,4/11/24,4761000,전북특별자치도 임실군
임실N치즈축제,임실치즈테마파크+임실치즈마을,10/3/24,10/6/24,국가대표 임실N치즈 대형 쌀피자 체험+임실N치즈 경매 등,임실N치즈축제 제전위원회,전북특별자치도 임실군,문화체육관광부+전북특별자치도+전북특별자치도 임실군,063-643-3900,www.imsilfestival.com,,전북특별자치도 임실군 성수면 도인2길 50,전북특별자치도 임실군 성수면 도인리 689,35.63310329,127.3012599,4/11/24,4761000,전북특별자치도 임실군
산타축제,임실치즈테마파크,12/21/24,12/25/24,산타 및 겨울 관련 공연 이벤트 체험행사 등,(재)임실치즈테마파크,(재)임실치즈테마파크,전북특별자치도+전북특별자치도 임실군,063-643-8850,www.cheesepark.kr,,전북특별자치도 임실군 성수면 도인2길 50,전북특별자치도 임실군 성수면 도인리 689,35.63310329,127.3012599,4/11/24,4761000,전북특별자치도 임실군
고성군민의 날 및 수성문화제,고성종합운동장외 부대시설,9/20/23,9/21/23,수성제례+군민의 날 행사,고성문화원,고성군수성문화제위원회,강원특별자치도 고성군+강원특별자치도 고성군의회+강원특별자치도 고성경찰서+강원특별자치도고성교육지원청+고성소방서+22사단및 예하 부대+관내 기관단체+학교,,,,강원특별자치도 고성군 간성읍 수성로 87,강원특별자치도 고성군 간성읍 상리 500,38.37632274,128.4650421,4/12/24,4341000,강원특별자치도 고성군
진도문화예술제,향토문화회관 및 철마공원 일원,10/21/23,11/5/23,"전국고수대회, 청소년국악제, 소치미술대전 등",(사)한국예총진도지부,전라남도 진도군,,061-540-3072,https://www.jindo.go.kr/tour/tour/info/festival.cs?act=view&infoId=99&searchCondition=&searchKeyword=&pageIndex=1,,전라남도 진도군 진도읍 진도대로 7197,전라남도 진도군 진도읍 동외리 1189,34.47975717,126.2685772,8/4/23,5000000,전라남도 진도군
명량대첩축제,녹진관광지 일원,9/8/23,9/10/23,"해전재현, 출정식, 만가행진, 부대행사 등",(재)명량대첩기념사업회,"전라남도, 전라남도 진도군, 전라남도 해남군","문화체육관광부, 한국관광공사 등",061-286-5265,http://www.mldc.kr/web/,,전라남도 진도군 군내면 진도대로 8439-19,전라남도 진도군 군내면 녹진리 산5-10,34.57125609,126.2996968,8/4/23,5000000,전라남도 진도군
2023 자유공원 벚꽃축제,자유공원,4/8/23,4/8/23,봄꽃음악회+먹거리장터 등,(재)인천중구문화재단,(재)인천중구문화재단,,032-777-9113,http://www.ijcf.or.kr/,,인천광역시 중구 제물량로232번길 46,,,,8/7/23,3490000,인천광역시 중구
2023 가족의 달 어린이축제,한중문화관+영종역사관,5/6/23,5/7/23,공연+전시+체험 프로그램 등,(재)인천중구문화재단,(재)인천중구문화재단,,032-777-9113,http://www.ijcf.or.kr/,,인천광역시 중구 제물량로 238,,,,8/7/23,3490000,인천광역시 중구
무의도 춤축제,무의도 하나개해수욕장,8/5/23,8/5/23,창작 무용극 등,무의도아트센터,무의도아트센터,,032-760-6445,https://www.icjg.go.kr/index,,인천광역시 중구 신포로27번길 80,,,,8/7/23,3490000,인천광역시 중구
2023 양주 천만송이 천일홍 축제,나리농원 일원,9/18/23,9/24/23,전국 최대 규모의 천일홍 꽃밭 조성으로 도농체험 및 시민 힐링 공간 제공,양주시축제추진위원회,경기도 양주시청,,031-8082-5653,https://www.yangju.go.kr/festival/index.do,,경기도 양주시 광사로 131-66,경기도 양주시 광사동 731,37.785795,127.081833,2/1/24,5590000,경기도 양주시
제11회 서면메디컬스트리트 축제,서면문화로,10/27/23,10/28/23,홍보부스운영+버스킹+의료체험+시민참여 프로그램 등,부산광역시 부산진구청,부산광역시 부산진구청,부산광역시 부산진구청,051-605-4521,https://www.busanjin.go.kr/index.busanjin?menuCd=DOM_000001003003002000,,부산광역시 부산진구 시민공원로30 (범전동),부산광역시 부산진구 부암동 666-16,35.16283064,129.053188,2/13/24,3290000,부산광역시 부산진구
제16회 마포나루 새우젓축제,월드컵공원 평화의 광장 일원,10/18/24,10/20/24,개장식+기념식+문화행사+체험행사+판매장터 운영 등,마포문화원,서울특별시 마포구청,서울특별시청,02-3153-8353,http://www.mapo.go.kr/site/maponarusf/home,,서울특별시 마포구 월드컵로 243-60(성산동),서울특별시 마포구 성산동 390-1,,,2/20/24,3130000,서울특별시 마포구
신년해맞이축제,하늘공원,1/1/25,1/1/25,일출감상,서울특별시 마포구청,서울특별시 마포구청,,02-3153-8353,,,서울특별시 마포구 하늘공원로 95,서울특별시 마포구 상암동 481-72,,,2/20/24,3130000,서울특별시 마포구
합천벚꽃마라톤대회,백리벚꽃길 코스,3/31/24,3/31/24,벚꽃길에서 펼쳐지는 달리미들의 대향연,합천군체육회,경상남도 합천군청,경상남도,055-930-4943,https://www.hc.go.kr/06573/06623/06624.web,,경상남도 합천군 대병면 합천호수로 197,,35.531585,128.0295197,2/19/24,5480000,경상남도 합천군
황매산 철쭉제,황매산군립공원,4/27/24,5/12/24,황매산 철쭉을 즐기는 축제,황매산축제위원회,경상남도 합천군청,,055-930-4753,http://www.hwangmaesan.kr,,경상남도 합천군 가회면 황매산공원길 4,,35.48184913,128.0037495,2/19/24,5480000,경상남도 합천군
합천바캉스축제,정양레포츠공원,7/27/24,8/4/24,전국에서 가장 HOT한 합천에서 가족과 함께하는 바캉스,경상남도 합천군청,경상남도 합천군청,경상남도,055-930-4666,http://www.hcvacance.kr/,,,경상남도 합천군 대양면 정양리 613-2,35.5573152,128.1675442,2/19/24,5480000,경상남도 합천군
합천황토한우축제,합천군민체육공원,10/11/24,10/13/24,합천의 자랑인 황토한우의 맛과 품격을 알리는 축제,합천축협,합천축협,경상남도 합천군청+합천군의회,055-930-3573,,,,경상남도 합천군 합천읍 합천리 896-15,35.5600925,128.1601151,2/19/24,5480000,경상남도 합천군
황매산 억새축제,황매산군립공원,10/15/24,10/30/24,황매산 억새를 즐기는 축제,황매산축제위원회,경상남도 합천군청,,055-930-4753,http://www.hwangmaesan.kr,,경상남도 합천군 가회면 황매산공원길 4,,35.48184913,128.0037495,2/19/24,5480000,경상남도 합천군
합천기록문화축제,대장경테마파크,10/24/24,10/28/24,전시 및 공연 등 기록문화를 느낄 수 있는 축제,경상남도 합천군청,경상남도 합천군청,,055-930-4697,https://www.hc.go.kr/06573/08250.web,,경상남도 합천군 가야면 가야산로 1160,,35.76749785,128.1365362,2/19/24,5480000,경상남도 합천군
수려한합천영화제,합천영상테마파크 및 합천군일원,10/18/24,10/20/24,합천영상테마파크를 중심으로 영화인과 관객이 어우러지는 영화문화축제,합천관광협의회,경상남도 합천군청,경상남도,055-930-3752,https://www.bhiff.co.kr/default/,,경상남도 합천군 용주면 합천호수로 757,,35.5490189,128.0710082,2/19/24,5480000,경상남도 합천군
대야문화제,합천군민공설운동장 일원,9/10/24,9/13/24,합천군 역사와 전통의 지역축제,대야문화제제전본부 외 11개,대야문화제전위원회,경상남도 합천군청+합천군의회+합천군체육회+합천군재외향우회,055-930-3173,https://www.hc.go.kr/06573/06623/06628.web,,경상남도 합천군 합천읍 장수로 1-1,,35.5619055,128.1522093,2/19/24,5480000,경상남도 합천군
강남아트X2023 서울아트쇼,코엑스,5/10/24,12/26/24,작품전시 아트페어+홍보부스 및 이벤트 운영+갤러리 스탬프투어,서울특별시 강남구청,서울특별시 강남구청,,02-3423-5545,https://visitgangnam.net/cultural-events/end/2023gangnamart/,,서울특별시 강남구 영동대로 513 등,,,,2/16/24,3220000,서울특별시 강남구
섬 수선화 축제,지도읍 선도리 일원,3/29/24,4/7/24,자전거투어+꽃팔찌만들기체험+꽃차시음+체험프로그램+전시공연행사,축제추진위원회,전라남도 신안군청,,061-240-8688,https://tour.shinan.go.kr/,,전라남도 신안군 지도읍 선도길 72-26,,,,2/1/24,5010000,전라남도 신안군
섬 튤립축제,1004섬 튤립홍매화정원(임자도대광해변일원),4/5/24,4/14/24,특별기획전+미디어아트상설전+나만의가훈갖기+튤립식재체험행사,축제추진위원회,전라남도 신안군청,,061-240-4041,https://tour.shinan.go.kr/,,전라남도 신안군 임자면 대광해수욕장길 179,,35.10291276,126.0725117,2/1/24,5010000,전라남도 신안군
전국 새우란 축제,1004뮤지엄파크,4/16/24,4/21/24,공연행사+새우란네일아트+나만의티셔츠만들기+목공예체험,축제추진위원회,전라남도 신안군청,,061-240-4194,https://tour.shinan.go.kr/,,전라남도 신안군 자은면 자은서부2길 508-65,,,,2/1/24,5010000,전라남도 신안군
섬 간재미축제(미정),도초도,4/1/24,4/1/24,간재미 비빔밥 만들기+간재미 요리대회+시식회+간재미 껍질벗기기+간재미 예쁘게 썰기 대회,축제추진위원회,전라남도 신안군청,,061-240-8410,https://tour.shinan.go.kr/,,전라남도 신안군 도초면 불섬길 85-22,,,,2/1/24,5010000,전라남도 신안군
흑산홍어축제,흑산도,5/9/24,5/10/24,홍어 시식회+홍어요리 전시관+풍어제+흑산도아가씨노래자랑+주민윷놀이대회+홍어OX퀴즈,축제추진위원회,전라남도 신안군청,,061-240-8410,https://tour.shinan.go.kr/,,,전라남도 신안군 흑산면 예리 173-55,,,2/1/24,5010000,전라남도 신안군
섬 낙지축제(미정),1004섬 분재정원 일원,5/1/24,5/1/24,개막식+낙지 요리 시식,축제추진위원회,전라남도 신안군청,,061-240-8410,https://tour.shinan.go.kr/,,,전남남도 신안군 압해읍 무지개길 330,,,2/1/24,5010000,전라남도 신안군
퍼플섬 라벤더 축제,안좌면 박지도 일원,5/17/24,5/26/24,라벤더향만들기+땅콩아트+꽃길버스킹+라벤더아이스크림판매+유정란판매,축제추진위원회,전라남도 신안군청,,061-240-8151,https://tour.shinan.go.kr/,,전라남도 신안군 안좌면 소곡두리길 257-35,,,,2/1/24,5010000,전라남도 신안군
섬 강달어축제(미정),대광해수욕장 일원,6/1/24,6/1/24,시식회+활어잡기+토굴체험,축제추진위원회,전라남도 신안군청,,061-240-8410,https://tour.shinan.go.kr/,,전라남도 신안군 임자면 대광해수욕장길 179,,,,2/1/24,5010000,전라남도 신안군
섬 병어축제(미정),지도 젓갈타운 일원,6/1/24,6/1/24,길놀이+용왕제+병어시식회+신안 농수산물판매행사+각종 체험행사,축제추진위원회,전라남도 신안군청,,061-240-8410,https://tour.shinan.go.kr/,,전라남도 신안군 지도읍 송도2길 36,,,,2/1/24,5010000,전라남도 신안군
섬 수국 축제,도초도,6/14/24,6/23/24,다채로운 수국꽃 관람 및 전시+체험 프로그램,축제추진위원회,전라남도 신안군청,,061-240-8410,https://tour.shinan.go.kr/,,,전남남도 신안군 도초면 지남리 973,,,2/1/24,5010000,전라남도 신안군
섬 밴댕이축제(미정),증도면,6/1/24,6/1/24,바다송어 요리 시식회+올레 스템프 투어+한마음 가요 잔치+슬로시티 증도 푸드관+친환경 녹색장터 운영,축제추진위원회,전라남도 신안군청,,061-240-8410,https://tour.shinan.go.kr/,,,전라남도 신안군 증도면 우전리 산115-6,,,2/1/24,5010000,전라남도 신안군
버들마편초 축제,퍼플섬,6/14/24,8/4/24,버들마편초 공원 관람,축제추진위원회,전라남도 신안군청,,061-240-8151,https://tour.shinan.go.kr/,,,전라남도 신안군 안좌면 소곡리 799-3,,,2/1/24,5010000,전라남도 신안군
2023 광진가족영화제,어린이대공원 구의문 잔디광장,9/9/23,9/9/23,버스킹공연+ 캐리커처+ 타투스티커+ 영화상영,서울특별시 광진구,서울특별시 광진구,,02-450-7597,,,서울특별시 광진구 능동로 216,서울특별시 광진구 능동 18,,,1/29/24,3040000,서울특별시 광진구
제23회 흥부골 달맞이 행사,남원시 인월면 람천둔치,2/24/24,2/24/24,터울림 및 제례+국악공연+달집태우기+소원소지,인월자율방범대,전북특별자치도 남원시 인월면행정복지센터,전북특별자치도 남원시청+전북특별자치도립국악원,063-620-4061,,,,전북특별자치도 남원시 산내면 대정리,35.41805389,127.6266284,2/21/24,4701000,전북특별자치도 남원시
제94회 춘향제,광한루원+요천로 일원,5/10/24,5/16/24,춘향제향+춘향선발대회+다양한 공연 등,춘향제전위원회,전북특별자치도 남원시청,전북특별자치도 남원시청+전북특별자치도,063-620-5783,,,전북특별자치도 남원시 요천로 1447,전북특별자치도 남원시 천거동 78,35.40413057,127.380504,2/21/24,4701000,전북특별자치도 남원시
2024 남원 세계드론제전,남원종합스포츠타운,10/3/24,10/6/24,드론공연 남원 페스티벌+드론스포츠 대회+글로벌드론산업박람회+ 푸드트럭 페스티벌 등,항공안전기술원,전북특별자치도 남원시청,전북특별자치도 남원시청,063-620-6694,,,전북특별자치도 남원시 충정로 341,전북특별자치도 남원시 월락동 248,35.43086878,127.4054593,2/21/24,4701000,전북특별자치도 남원시
조선광클럽,광한루원+예촌지구일원,2/24/24,2/24/24,DJ이몽룡과 DJ변사또의 조선광클럽+LED 공연+LED쥐불놀이체험 등,전북특별자치도 남원시청,전북특별자치도 남원시청,전북특별자치도 남원시청,063-620-8924,,,전북특별자치도 남원시 요천로 1447,전북특별자치도 남원시 천거동 78,35.40413057,127.380504,2/21/24,4701000,전북특별자치도 남원시
4월 마토예술제<인형극이랑 놀자>,안정리예술인광장,4/29/23,4/29/23,인형극 테마 체험+공연+전시,평택시문화재단,경기도 평택시청,,031-692-9110,https://www.pccf.or.kr/,,경기도 평택시 팽성읍 안정쇼핑로11,경기도 평택시 팽성읍 안정리113-1,36.95955991,127.043999,2/16/24,3910000,경기도 평택시
더 스프링 시즌 A.D.H.D. 페스티벌,안정리예술인광장,5/27/23,5/27/23,EDM공연+체험+전시,평택시문화재단,경기도 평택시청,,031-692-9110,https://www.pccf.or.kr/,,경기도 평택시 팽성읍 안정쇼핑로11,경기도 평택시 팽성읍 안정리113-1,36.95955991,127.043999,2/16/24,3910000,경기도 평택시
6월 마토예술제<원더풀파티>,안정리예술인광장 일대,6/24/23,6/24/23,물총놀이+공연+체험,평택시문화재단,경기도 평택시청,,031-692-9110,https://www.pccf.or.kr/,,경기도 평택시 팽성읍 안정쇼핑로11,경기도 평택시 팽성읍 안정리113-1,36.95955991,127.043999,2/16/24,3910000,경기도 평택시
제13회 평택록페스티벌&전국밴드경연대회,평택대학교 운동장,7/1/23,7/1/23,공연+경연대회,평택시문화재단,경기도 평택시청,,031-8053-3542,http://ptrockfestival.com/,,경기도 평택시 서동대로 3825,경기도 평택시 용이동 605,36.994639,127.133968,2/16/24,3910000,경기도 평택시
제11회 평택 가족캠핑 스마트영상제,진위천유원지,8/12/23,8/14/23,영상제+캠핑+공연+체험,평택시문화재단+(사)평택스마트영상제,경기도 평택시청,,031-8053-3544,https://pfff.kr/,,경기도 평택시 진위면 진위서로 264-15,경기도 평택시 진위면 견산리 150-1,37.09814476,127.086486,2/16/24,3910000,경기도 평택시
더 어텀 시즌 아트&플레이 페스타,안정리예술인광장 일대,9/2/23,9/2/23,재즈공연+체험,평택시문화재단,경기도 평택시청,,031-692-9110,https://www.pccf.or.kr/,,경기도 평택시 팽성읍 안정쇼핑로11,경기도 평택시 팽성읍 안정리113-1,36.95955991,127.043999,2/16/24,3910000,경기도 평택시
제10회 노을동요제,평택남부문예회관 대공연장,9/9/23,9/9/23,공연+경연대회,평택시문화재단,경기도 평택시청,,031-8053-3542,http://www.noel.or.kr/,,경기도 평택시 중앙로 277,경기도 평택시 비전동 847,36.991134,127.114086,2/16/24,3910000,경기도 평택시
평택호물빛축제,평택호관광단지일원,9/16/23,9/17/23,불꽃놀이+공연+체험+먹거리,평택시문화재단+평택예총,경기도 평택시청+평택호물빛축제추진위원회,,031-8053-3544,https://www.pccf.or.kr/,,경기도 평택시 현덕면 평택호길 159,경기도 평택시 현덕면 권관리 301-1,36.921442,126.922226,2/16/24,3910000,경기도 평택시
9월 마토예술제<지구의 안정을 지켜라>,안정리예술인광장,9/23/22,9/23/22,환경 및 제로웨이스트 테마 공연+체험+전시,평택시문화재단,경기도 평택시청,,031-692-9110,https://www.pccf.or.kr/,,경기도 평택시 팽성읍 안정쇼핑로11,경기도 평택시 팽성읍 안정리113-1,36.95955991,127.043999,2/16/24,3910000,경기도 평택시
평택 원평나루억새축제,원평나루,10/14/23,10/14/23,체험+공연+억새+노을+먹거리,평택시문화재단+평택예총,경기도 평택시청+원평나루억새축제추진위원회,,031-8053-3544,http://평택억새축제.com/,,,경기도 평택시 평택동 230-2,36.983401,127.080492,2/16/24,3910000,경기도 평택시
11월 마토예술제,안정리예술인광장,11/25/23,11/25/23,체험+전시,평택시문화재단,경기도 평택시청,,031-692-9110,https://www.pccf.or.kr/,,경기도 평택시 팽성읍 안정쇼핑로11,경기도 평택시 팽성읍 안정리113-1,36.95955991,127.043999,2/16/24,3910000,경기도 평택시
2023 크리스마스 축제,"평택역 광장, 신장 쇼핑몰, 현화근린공원",11/25/23,1/25/24,전시+점등식,평택시문화재단,경기도 평택시청,,031-8053-3541,https://www.pccf.or.kr/,,경기도 평택시 중앙로 277,경기도 평택시 비전동 847,36.991134,127.114086,2/16/24,3910000,경기도 평택시
강서 낙동강30리 벚꽃축제(2023년),대저생태공원,3/31/23,4/2/23,벚꽃길 걷기대회/체험행사/문화행사,강서구축제추진위원회,부산광역시 강서구청,부산광역시 강서구의회,051-970-4062,http://www.bsgangseo.go.kr,,,부산광역시 강서구 대저1동 1-17,35.20933921,128.9865079,2/20/24,3360000,부산광역시 강서구
여수영취산진달래체험행사,영취산일원 및 흥국사 산림공원,3/23/24,3/24/24,산신제+개막식+체험행사+산악인등반대회 등,여수영취산진달래축제추진위원회,전라남도 여수시청,,061-659-4744,http://yeosujindalrae.co.kr/,,전라남도 여수시 흥국사길 160,전라남도 여수시 중흥동 17,34.82281621,127.7016059,2/20/24,4810000,전라남도 여수시
여수거북선축제,"이순신광장 일원, 거북선공원",5/3/24,5/6/24,통제영길놀이+개막행사+각종체험공연행사,제58회 여수거북선축제추진위원회,전라남도 여수시청,,061-659-4743,www.jinnamje.com,,전라남도 여수시 이순신광장로 95,전라남도 여수시 중앙동 385-6번지 등,34.73922445,127.7365808,2/20/24,4810000,전라남도 여수시
여수여자만갯벌노을체험행사,소라면 장척마을 일원,9/1/24,9/1/24,대나무망둥어낚시+개매기+바지락캐기+맨손고기잡이+가족사랑걷기체험+노을가요제,여수여자만갯벌노을체험행사추진위원회,전라남도 여수시청,,061-659-4742,,,전라남도 여수시 소라면 서부로 785-24,,34.7902433,127.5679754,2/20/24,4810000,전라남도 여수시
거문도백도은빛바다체험행사,삼산면 거문도 일원,8/1/24,8/1/24,길놀이+개막식+맨손활어잡기+지인망끌기체험,거문도백도은빛바다축제추진위원회,전라남도 여수시청,,061-659-4743,,,전라남도 여수시 삼산면 거문길 28-10,전라남도 여수시 삼산면 거문리 111-35,34.02575979,127.311945,2/20/24,4810000,전라남도 여수시
여수밤바다 불꽃축제,이순신 광장 및 장군도 앞 해상,8/1/24,8/1/24,공연행사+불꽃쇼+불꽃사진콘테스트,여수밤바다불꽃축제추진위원회,전라남도 여수시청,,061-659-4742,https://www.yeosu.go.kr/ysff,,,전라남도 여수시 중앙동 385-6,34.7388016,127.7366067,2/20/24,4810000,전라남도 여수시
여수향일암일출제,돌산읍 임포마을 일원,12/31/24,1/1/25,재야의종타종식+일출기원제례+소망행사,여수향일암일출제추진위원회,전라남도 여수시청,,061-659-4742,,,전라남도 여수시 향일암로 60 종무소,전라남도 여수시 돌산읍 율림리 산7,34.59379448,127.8029861,2/20/24,4810000,전라남도 여수시
연천구석기축제,연천전곡리유적,5/3/24,5/6/24,선사문화체험+전시+이벤트,연천구석기축제추진위원회,경기도 연천군청,문화체육관광부+경기도+한국관광공사+경기관광공사,031-839-2378,https://www.yeoncheon.go.kr/festival/,,경기도 연천군 전곡읍 양연로 1510,경기도 연천군 전곡읍 전곡리 515,38.01564838,127.0614526,2/23/24,4140000,경기도 연천군
동래읍성역사축제,동래문화회관+읍성광장+온천장 일원,10/11/24,10/13/24,동래부사행차길놀이+동래성저전투재현 뮤지컬+동래세가닥줄다리기+동래장터 체험 등,동래문화원+동래읍성역사축제추진위원회,부산광역시 동래구청,부산광역시청+한국관광공사+부산관광공사 등,051-550-4094,https://www.dongnae.go.kr/festival/index.dongnae?contentsSid=169,,부산광역시 동래구 문화로 80(명륜동),부산광역시 동래구 명륜동 137,35.21195069,129.090546,2/21/24,3300000,부산광역시 동래구
제6회 매곡동 탐매축제,탐매희망센터 일원,3/2/24,3/2/24,개막식+공연+체험행사+먹거리부스 등,전라남도 순천시청,전라남도 순천시청,,061-749-8331,,축제일정 변동가능,전라남도 순천시 매곡2길 48,,,,2/23/24,4820000,전라남도 순천시
제9회 용당뚝방길 벚꽃축제,용당뚝방길 벚꽃축제장 일원,3/23/24,3/23/24,사전공연+개막식+본행사+부대행사,전라남도 순천시청,전라남도 순천시청,,061-749-8247,,축제일정 변동가능,,전라남도 순천시 용당동 705,,,2/23/24,4820000,전라남도 순천시
제2회 서면 벚꽃축제,동천변 일원,3/23/24,3/23/24,캐릭터 퍼레이드+체험부스+버스킹+사진인화,전라남도 순천시청,전라남도 순천시청,,061-749-8130,,축제일정 변동가능,,전라남도 순천시 서면 동산리 980,,,2/23/24,4820000,전라남도 순천시
익산서동축제,금마면 서동공원,5/3/24,5/6/24,무왕제례+유등전시+개막행사+공연+전시+체험,(재)익산문화관광재단,전북특별자치도 익산시청,전북특별자치도,063-859-5826,https://seodong.iksan.go.kr/,미륵사지 왕복 셔틀버스 운영,전북특별자치도 익산시 금마면 고도9길 41-14,전북특별자치도 익산시 금마면 동고도리 526,36.00153176,127.0570709,2/22/24,4681000,전북특별자치도 익산시
전통산사문화재,원효사 일원,2/1/23,12/31/23,원효사일대 체험 프로그램,원효사,문화재청+광주광역시 북구청+광주광역시청,,062-410-8369,http://www.wonhyosa.org/29,,광주광역시 북구 무등로 1514-35,광주광역시 북구 금곡동 846,35.14863464,126.985744,2/22/24,3620000,광주광역시 북구
제20회 강북구 3·1독립운동 기념행사,서울특별시 강북구 우이동 봉황각 및 만남의 광장,3/1/24,3/1/24,"기념식, 공연 및 체험 프로그램",서울특별시 강북구청,서울특별시 강북구청,천도교 중앙총부+강북문화재단+강북문화원,02-901-6203,www.gangbuk.go.kr,,서울특별시 강북구 삼양로173길 107-12,서울특별시 강북구 우이동 254,37.66019851,127.0060603,2/22/24,3080000,서울특별시 강북구
4.19혁명 국민문화제,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,4/8/24,4/19/24,4.19혁명 기념+국민문화제,4.19혁명 국민문화제위원회,4.19 3개단체+서울특별시 강북구청,국가보훈처+서울특별시+서울특별시 교육청+KBS,02-901-6205,www.festival419.org/,,서울특별시 강북구 도봉로89길 13,서울특별시 강북구 수유동 192-59,37.63918553,127.0254518,2/22/24,3080000,서울특별시 강북구
종교연합바자회,서울특별시 강북구 한신대신학대학원,10/12/24,10/12/24,종교연합 바자회 기증물품 판매+문화공연 수익금전액 난치병어린이돕기 후원,서울특별시 강북구 관내 3종교연합,서울특별시 강북구 관내 3종교연합,서울특별시 강북구+티브로드+한신대학교+신학대학원,02-901-6204,www.gangbuk.go.kr,,서울특별시 강북구 인수봉로 159,서울특별시 강북구 수유동 498-16,37.6350142,127.0129382,2/22/24,3080000,서울특별시 강북구
2023 관악겨울예술축제 : Winter Festival is Coming to Town,관악문화재단 관악아트홀,11/23/23,1/28/24,전세대가 공감할 수 있는 다채로운 공연/전시 프로그램을 통해 예술로 따뜻한 온기를 전하는 관악겨울예술축제,관악문화재단,서울특별시 관악구청,,02-828-5854,https://gfac.or.kr/,,서울특별시 관악구 신림로3길 35,서울특별시 관악구 신림동 209-1,37.46759765,126.9448709,2/19/24,3200000,서울특별시 관악구
2024 그루브 인 관악,별빛내린천(도림천),6/15/24,6/16/24,관악구 특성화 장소에서 펼쳐지는 글로벌 스트리트 컬처 축제,관악문화재단,서울특별시 관악구청,,02-828-5764,https://gfac.or.kr/,,서울특별시 관악구 관천로 53,서울특별시 관악구 신림동 1472-1,37.48474926,126.9250817,2/19/24,3200000,서울특별시 관악구
2024 관악강감찬축제,낙성대공원+별빛내린천,10/11/24,10/13/24,고려 명장 강감찬 장군의 호국정신을 기리고자 개최되는 서울의 대표적인 역사문화축제이자 관악구민이 함께 만들고 즐기는 축제,관악문화재단,서울특별시 관악구청,문화체육관광부+서울특별시청,02-828-5763,https://ggcfest.com/,,서울특별시 관악구 낙성대로 77,서울특별시 관악구 봉천동 738-329,37.47197208,126.959371,2/19/24,3200000,서울특별시 관악구
안성맞춤 남사당 바우덕이 축제,안성맞춤랜드+안성천 일대(작은미술관 부근),10/3/24,10/6/24,공식행사(개장식+개폐막식)+시립풍물단 상설공연+시민예술무대+바우덕이 국악콘서트+비봉산 행복산행+음악회+옛 장터 운영+농특산물 홍보판매 +키즈체험프로그램+저탄소 프로그램+경관조명 운영 등+전야제(길놀이),안성맞춤남사당바우덕이축제위원회,경기도 안성시,문화체육관광부+경기도,031-678-5995,https://www.anseong.go.kr/festival/main.do,https://www.youtube.com/playlist?list=PLbpDsMMZa_mFUMgU9fmY6iC0zJO3s41sp,경기도 안성시 보개면 남사당로 198,경기도 안성시 보개면 복평리 303-3번지,37.03286992,127.3078038,2/20/24,4080000,경기도 안성시
